INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('BG-BAE0009', '001', 'Front fascia and header panel', 'installed', '8.53', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEM0134', '001', 'Central locking system', 'installed', '8.21', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-PACBS0166', '001', 'Anchor', 'installed', '2.27', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-10141', '002', 'Fuse Box: The Alternative Tribute', 'ordered', '40.05', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-BAEW0039', '002', 'Windshield washer motor', 'installed', '2.69', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAECS0052', '002', 'Other alternator parts', 'ordered', '128.93', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAES0097', '002', 'Engine sensor', 'installed', '79.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEESS0059', '002', 'Battery plate', 'installed', '138.45', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEWH0129', '002', 'Engine compartment harness', 'installed', '7.17', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAEESS0060', '001', 'Battery tray', 'installed', '72.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('FE-EAECS0050', '001', 'Alternator bracket', 'installed', '161.92', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0025', '002', 'Inner door handle', 'ordered', '72.78', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0031', '002', 'Lock', 'received', '98.47', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEAD0043', '002', 'Radio and media player', 'received', '44.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0013', '002', 'Radiator core support', 'installed', '10.50', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0037', '002', 'Window regulator', 'installed', '47.85', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0074', '002', 'Water temperature meter', 'installed', '59.98', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0149', '002', 'Transmission computer', 'installed', '70.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0037', '002', 'Window regulator', 'installed', '33.21', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0101', '002', 'Manifold absolute pressure sensor', 'installed', '10.10', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0170', '002', 'Brake cooling duct', 'installed', '29.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0035', '003', 'Sunroof motor', 'installed', '25.53', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAECS0048', '003', 'Alternator', 'installed', '10.43', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0094', '003', 'Anti-pinch sensor', 'installed', '31.09', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0179', '003', 'Brake rotor', 'installed', '29.98', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0012', '001', 'Quarter panel', 'installed', '18.70', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0094', '001', 'Anti-pinch sensor', 'installed', '7.87', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0196', '001', 'Master Cylinder', 'installed', '26.54', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0110', '002', 'TDC sensor', 'installed', '15.97', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0021', '004', 'Valance', 'received', '45.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0064', '004', 'Dynamometer', 'ordered', '30.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0002', '004', 'Unexposed bumper', 'installed', '50.72', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0035', '004', 'Sunroof motor', 'installed', '5.28', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEIS0082', '004', 'Magneto', 'installed', '55.42', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0190', '001', 'Hose', 'installed', '173.14', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0005', '001', 'Decklid', 'installed', '20.18', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0029', '001', 'Hinge', 'ordered', '2.12', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEWH0130', '001', 'Interior harness', 'ordered', '13.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0027', '005', 'Door seal', 'ordered', '45.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEAD0044', '005', 'Other devices', 'received', '27.76', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEIS0080', '005', 'Ignition coil parts', 'installed', '10.87', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0120', '005', 'Door switch', 'installed', '32.19', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0146', '001', 'Shift improver', 'received', '114.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEESS0058', '001', 'Battery control system', 'installed', '49.51', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0074', '001', 'Water temperature meter', 'installed', '21.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0114', '001', 'ABS sensor', 'installed', '13.33', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0134', '001', 'Central locking system', 'installed', '43.86', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0137', '001', 'Door contact', 'installed', '38.10', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAED0025', '003', 'Inner door handle', 'installed', '39.06', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0069', '003', 'Tachometer', 'installed', '77.59', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEIS0082', '003', 'Magneto', 'installed', '87.41', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEWH0128', '003', 'Air conditioning harness', 'installed', '4.24', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0035', '001', 'Sunroof motor', 'received', '60.67', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEAD0042', '001', 'Antenna cable', 'installed', '21.01', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0064', '001', 'Dynamometer', 'installed', '24.95', '4');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0164', '001', 'ABS steel pin', 'received', '51.75', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAELASS0084', '001', 'Fog Light', 'installed', '11.45', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0191', '001', 'Brake booster hose', 'installed', '56.00', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-10141', '002', 'Fuse Box: The Alternative Tribute', 'installed', '68.20', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-ICS0159', '002', 'Seat Belt', 'installed', '170.06', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-10141', '005', 'Fuse Box: The Alternative Tribute', 'installed', '29.52', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAECS0048', '004', 'Alternator', 'ordered', '31.32', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAELASS0090', '004', 'Side lighting', 'received', '36.22', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0000', '006', 'Bonnet/hood', 'installed', '33.29', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEESS0058', '006', 'Battery control system', 'installed', '32.96', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAELASS0086', '006', 'Headlight', 'installed', '8.92', '3');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAECS0048', '003', 'Alternator', 'installed', '11.60', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0136', '003', 'Cruise control computer', 'installed', '0.30', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0167', '003', 'Bleed nipple', 'installed', '5.48', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAEW0033', '003', 'Glass', 'ordered', '107.30', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0106', '003', 'Rotational sensor', 'ordered', '14.61', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0164', '003', 'ABS steel pin', 'installed', '62.57', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0001', '003', 'Bumper', 'installed', '67.46', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAES0120', '003', 'Door switch', 'installed', '5.82', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEESS0054', '002', 'Performance battery', 'installed', '87.39', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0068', '002', 'Speedometer', 'installed', '97.71', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0195', '002', 'Load-sensing valve', 'installed', '78.31', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-PACBS0197', '002', 'Metering valve', 'installed', '35.02', '2');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-BAE0000', '003', 'Bonnet/hood', 'installed', '13.62', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEGAM0074', '003', 'Water temperature meter', 'installed', '31.79', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEAD0044', '001', 'Other devices', 'installed', '109.89', '1');
INSERT INTO part (part_number, purchase_order_number, description, status, cost, quantity) VALUES ('GS-EAEM0149', '001', 'Transmission computer', 'installed', '73.83', '4');
